LiefKWJ;Monat;LiefDatum;LiefZeitV;LiefZeitB;CVgId;Typ;LoAdrId;LoPlz;LoOrt;DspGrpKz;DspZenKz;AArtKz;ConTyp;CSAnz;CHAnz;FzgNr;Bez;Plz;Ort;AddDatum
2025;2;07.02.2025;;;8280186;Firma;2291420;22117;Hamburg;C;HH;W;C10;1;1;0257;Beton < 60 cm;20539;Hamburg;05.02.2025 16:52
2025;2;07.02.2025;;;8280877;Firma;1878139;25451;Quickborn;M;HH;W;M07;1;1;0281;Alt- und Bauholz unbehandelt A1;25436;Tornesch;06.02.2025 07:49
2025;2;07.02.2025;;;8280920;Firma;2299633;22607;Hamburg;M;HH;W;M05;1;1;0169;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;06.02.2025 08:17
2025;2;07.02.2025;;;8280938;Firma;2320091;24534;Neumünster;M;KIE;W;M07;1;1;0484;Kontaminiertes Holz A4;24145;Kiel;06.02.2025 08:21
2025;2;07.02.2025;;;8280958;Firma;2288151;21465;Reinbek;M;HH;W;M07KB;1;1;0153;Schrott Sorte 1 oberer EUWID des Vormonats;22525;Hamburg;06.02.2025 08:32
2025;2;07.02.2025;;;8280970;Firma;2319296;24114;Kiel;M;KIE;W;M07;1;1;0488;Sperrmüll zur Verwertung;24145;Kiel;06.02.2025 08:34
2025;2;07.02.2025;;;8280975;Firma;2320458;24558;Henstedt-Ulzburg;M;SME;W;M10D;1;1;SM713;Baustellenabfälle zur Vorbehandlung;25436;Tornesch;06.02.2025 08:36
2025;2;07.02.2025;;;8281485;Firma;20490;22041;Hamburg;M;HH;W;M07KB;1;1;0266;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;06.02.2025 10:54
2025;2;07.02.2025;;;8281499;Firma;949200;21147;Hamburg;C;HH;W;C35;1;1;0191;Gewerbeabfall zur thermischen Verwertung;20539;Hamburg;06.02.2025 10:56
2025;2;07.02.2025;;;8281636;Firma;1463889;24536;Neumünster;C;KIE;W;C35;1;1;0487;Buschwerk und Gartenabfälle;24145;Kiel;06.02.2025 11:37
2025;2;07.02.2025;;;8281639;Firma;1463889;24536;Neumünster;C;KIE;W;C35;1;1;0487;Alt- und Bauholz behandelt A2;24145;Kiel;06.02.2025 11:38
2025;2;07.02.2025;;;8281655;Firma;2314348;21436;Marschacht;M;HH;W;M03;1;1;Seelandt1;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;06.02.2025 11:45
2025;2;07.02.2025;;;8281771;Firma;2231549;21079;Hamburg;M;HH;W;M07;1;1;0490;Schrott;21079;Hamburg;06.02.2025 12:49
2025;2;07.02.2025;;;8281948;Firma;2289059;20097;Hamburg;M;HH;W;M07KB;1;1;0153;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;06.02.2025 14:13
2025;2;07.02.2025;;;8281971;Firma;2290775;20457;Hamburg;M;HH;W;M10D;1;1;0246;Schrott;20457;Hamburg;06.02.2025 14:24
2025;2;07.02.2025;;;8282040;Firma;2108675;20457;Hamburg;C;HH;W;C35KB;1;1;0254;Gewerbeabfall zur Vorbehandlung;20457;Hamburg;06.02.2025 15:02
2025;2;07.02.2025;;;8282141;Firma;2306186;25524;Itzehoe;C;SME;W;C35;1;1;SM309;Dämmmaterial aus Polystyrol < 500 mg/kg HBCD;25524;Itzehoe;06.02.2025 16:06
2025;2;07.02.2025;;;8282158;Firma;2319920;22335;Hamburg;M;HH;W;M10;1;1;0169;Alt- und Bauholz behandelt A2;22525;Hamburg;06.02.2025 16:11
2025;2;07.02.2025;;;8283043;Firma;1483681;24558;Henstedt-Ulzburg;C;HH;W;C35;1;1;0239;Verpressen Graukarton;24558;Henstedt-Ulzburg;07.02.2025 08:32
2025;2;07.02.2025;;08:00:00;8281048;Firma;2321912;24109;Melsdorf;M;KIE;W;M07;1;1;0180;Beton < 60 cm;24145;Kiel;06.02.2025 09:01
2025;2;07.02.2025;;09:00:00;8279163;Firma;2316824;22926;Ahrensburg;C;HH;W;C35;1;1;0260;Gipskartonplatten;22525;Hamburg;05.02.2025 10:51
2025;2;07.02.2025;;10:00:00;8277796;Firma;1747328;22159;Hamburg;C;HH;W;C35;1;1;0260;Sperrmüll zur Verwertung;20539;Hamburg;04.02.2025 14:57
2025;2;07.02.2025;;12:00:00;8272195;Firma;2269755;22419;Hamburg;M;HH;W;MP10;1;1;0237;medizinische Abfälle, gem. AVV 180104;22113;Hamburg;30.01.2025 14:40
2025;2;07.02.2025;;12:00:00;8281635;Firma;2265377;21079;Hamburg;C;HH;W;C35;1;1;0240;Gipskartonplatten;20539;Hamburg;06.02.2025 11:39
2025;2;07.02.2025;00:09:00;12:00:00;8272318;Firma;2316593;20539;Hamburg;C;HH;W;C15HM;1;1;0278;Gewerbeabfall zur Vorbehandlung;22113;Hamburg;30.01.2025 14:54
2025;2;07.02.2025;06:00:00;16:00:00;8281045;Firma;131390;21129;Hamburg;C;HH;W;C35;1;1;0191;Alt- und Bauholz behandelt A2;22525;Hamburg;06.02.2025 08:59
2025;2;07.02.2025;06:30:00;08:00:00;8281762;Firma;929359;22525;Hamburg;C;HH;W;C10;1;1;0192;Dachpappe, bituminös Hg-Gehalt < 1 mg/kg;22525;Hamburg;06.02.2025 12:44
2025;2;07.02.2025;06:30:00;12:00:00;8272301;Firma;211925;21035;Hamburg;C;HH;W;C35SD;1;1;0179;Gewerbeabfall zur thermischen Verwertung;22113;Hamburg;30.01.2025 14:53
2025;2;07.02.2025;07:00:00;07:00:00;8272305;Firma;1718566;22969;Witzhave;C;HH;W;C35;2;2;Seelandt 2;Kunststofffraktion zur energet. Verwertung;20539;Hamburg;30.01.2025 14:53
2025;2;07.02.2025;07:00:00;07:01:00;8273369;Firma;2316824;22926;Ahrensburg;C;HH;W;C35;2;2;AT 8;Mineralfaserabfall m. sch. Verunr. in transp. Bags;18299;Laage;31.01.2025 09:39
2025;2;07.02.2025;07:00:00;07:01:00;8278841;Firma;2316824;22926;Ahrensburg;C;HH;W;C35;1;1;AT 8;Gipskartonplatten;20539;Hamburg;05.02.2025 09:00
2025;2;07.02.2025;07:00:00;07:01:00;8278842;Firma;2316824;22926;Ahrensburg;C;HH;W;C35;1;1;AT 8;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;05.02.2025 09:01
2025;2;07.02.2025;07:00:00;08:00:00;8280939;Firma;2318314;22765;Hamburg;M;HH;W;M10D;1;1;0262;Gipskartonplatten;22525;Hamburg;06.02.2025 08:30
2025;2;07.02.2025;07:00:00;09:00:00;8279404;Firma;2011683;22523;Hamburg;M;HH;W;M03;1;1;0169;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;05.02.2025 12:00
2025;2;07.02.2025;07:00:00;10:00:00;8271972;Firma;1752249;22844;Norderstedt;C;HH;W;C35;1;1;0255;Palettenholz, unbehandelt (A1-Holz);24558;Henstedt-Ulzburg;30.01.2025 12:47
2025;2;07.02.2025;07:00:00;10:00:00;8276801;Firma;2282378;22527;Hamburg;M;HH;W;M10D;1;1;0262;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;04.02.2025 05:10
2025;2;07.02.2025;07:00:00;10:00:00;8276836;Firma;1419771;20457;Hamburg;C;HH;W;C35;1;1;0272;Gewerbeabfall zur thermischen Verwertung;22113;Hamburg;04.02.2025 07:02
2025;2;07.02.2025;07:00:00;10:00:00;8277922;Firma;2321412;22087;Hamburg;M;HH;W;M10;1;1;0279;Dämmmaterial aus Polystyrol < 500 mg/kg HBCD;20539;Hamburg;04.02.2025 16:21
2025;2;07.02.2025;07:00:00;10:00:00;8278798;Firma;2317446;22081;Hamburg;C;HH;W;C25;1;1;0255;Gipskartonplatten;22525;Hamburg;05.02.2025 08:45
2025;2;07.02.2025;07:00:00;10:00:00;8278890;Firma;2317446;22081;Hamburg;C;HH;W;C25;1;1;0191;Mineralfaserabfall in transparenten Bags;22525;Hamburg;05.02.2025 09:21
2025;2;07.02.2025;07:00:00;10:00:00;8278893;Firma;1892479;21079;Hamburg;C;HH;W;C15;1;1;0243;Alt- und Bauholz behandelt A2;20539;Hamburg;05.02.2025 09:24
2025;2;07.02.2025;07:00:00;10:00:00;8279359;Firma;2323246;22457;Hamburg;C;HH;W;C10;1;1;0253;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;05.02.2025 11:41
2025;2;07.02.2025;07:00:00;10:00:00;8279494;Firma;2264690;22087;Hamburg;M;HH;W;M05;1;1;0169;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;05.02.2025 12:41
2025;2;07.02.2025;07:00:00;10:00:00;8279890;Firma;2202957;20537;Hamburg;M;HH;W;M07D;1;1;0246;Kartonagen 1.04 B19;22113;Hamburg;05.02.2025 14:39
2025;2;07.02.2025;07:00:00;10:00:00;8279925;Firma;2033891;22549;Hamburg;M;HH;W;M07;1;1;0266;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;05.02.2025 14:53
2025;2;07.02.2025;07:00:00;10:00:00;8280007;Firma;2296501;20359;Hamburg;M;HH;W;M10;1;1;0245;Alt- und Bauholz behandelt A2;22525;Hamburg;05.02.2025 15:29
2025;2;07.02.2025;07:00:00;10:00:00;8280015;Firma;2247794;22605;Hamburg;C;HH;W;C10;1;1;0231;Beton < 60 cm;22525;Hamburg;05.02.2025 15:33
2025;2;07.02.2025;07:00:00;10:00:00;8280029;Firma;2222549;22525;Hamburg;M;HH;W;M07D;1;1;0263;Kartonagen 1.04 B19;22525;Hamburg;05.02.2025 15:40
2025;2;07.02.2025;07:00:00;10:00:00;8280033;Firma;2222549;22525;Hamburg;M;HH;W;M07D;1;1;0263;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;05.02.2025 15:41
2025;2;07.02.2025;07:00:00;10:00:00;8280813;Firma;2183918;24118;Kiel;M;KIE;W;M07KB;1;1;0180;Alt- und Bauholz behandelt A2;24145;Kiel;06.02.2025 06:16
2025;2;07.02.2025;07:00:00;10:00:00;8280829;Firma;1702921;22525;Hamburg;M;HH;W;M10;1;1;0247;Bauschutt < 60 cm;22525;Hamburg;06.02.2025 06:30
2025;2;07.02.2025;07:00:00;10:00:00;8280830;Firma;1702921;22525;Hamburg;C;HH;W;C35;1;1;0198;Mineralfaserabfall m. sch. Verunr. in transp. Bags;22525;Hamburg;06.02.2025 06:31
2025;2;07.02.2025;07:00:00;10:00:00;8280860;Firma;2069427;21129;Hamburg;C;HH;W;C15;1;1;0243;Gewerbeabfall zur thermischen Verwertung;20539;Hamburg;06.02.2025 07:33
2025;2;07.02.2025;07:00:00;10:00:00;8280865;Firma;2002375;22525;Hamburg;C;HH;W;C25;1;1;0191;Kantenrollen aus Kunststoff z. energet. Verwertung;20539;Hamburg;06.02.2025 07:41
2025;2;07.02.2025;07:00:00;10:00:00;8280928;Firma;1956298;21079;Hamburg;M;HH;W;M10;1;1;0280;Baustellenabfälle zur thermischen Verwertung;22525;Hamburg;06.02.2025 08:18
2025;2;07.02.2025;07:00:00;10:00:00;8280935;Firma;2289164;25469;Halstenbek;C;HH;W;C10;1;1;0231;Boden unbeprobt zur Verwertung;24568;Nützen;06.02.2025 08:20
2025;2;07.02.2025;07:00:00;10:00:00;8280941;Firma;2318802;25488;Holm;C;HH;W;C35;1;1;0244;Buschwerk und Gartenabfälle;25436;Tornesch;06.02.2025 08:23
2025;2;07.02.2025;07:00:00;10:00:00;8280960;Firma;1956298;21079;Hamburg;C;HH;W;C35;1;1;0235;Alt- und Bauholz behandelt A2;22525;Hamburg;06.02.2025 08:32
2025;2;07.02.2025;07:00:00;10:00:00;8280962;Firma;991899;22525;Hamburg;C;HH;W;C35;1;1;0258;Alt- und Bauholz behandelt A2;22525;Hamburg;06.02.2025 08:32
2025;2;07.02.2025;07:00:00;10:00:00;8281142;Firma;1770487;20457;Hamburg;C;HH;W;C35SD;1;1;0179;Gewerbeabfall zur thermischen Verwertung;21129;Hamburg;06.02.2025 09:24
2025;2;07.02.2025;07:00:00;10:00:00;8281170;Firma;1110889;20457;Hamburg;C;HH;W;C35SD;1;1;0179;Folie (Def. gem. Sorte!);22525;Hamburg;06.02.2025 09:31
2025;2;07.02.2025;07:00:00;10:00:00;8281186;Firma;942601;21147;Hamburg;C;HH;W;C35;1;1;Seelandt 2;Gewerbeabfall zur thermischen Verwertung;20539;Hamburg;06.02.2025 09:33
2025;2;07.02.2025;07:00:00;10:00:00;8281213;Firma;2281610;22047;Hamburg;M;HH;W;M10;1;1;0279;Bauschutt < 60 cm;20539;Hamburg;06.02.2025 09:43
2025;2;07.02.2025;07:00:00;10:00:00;8281236;Firma;2319962;22765;Hamburg;M;HH;W;M07;1;1;0238;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;06.02.2025 09:53
2025;2;07.02.2025;07:00:00;10:00:00;8281477;Firma;1748856;21147;Hamburg;C;HH;W;C35;1;1;Seelandt 2;Alt- und Bauholz behandelt A2;20539;Hamburg;06.02.2025 10:47
2025;2;07.02.2025;07:00:00;10:00:00;8281563;Firma;2071651;21107;Hamburg;M;HH;W;M10D;1;1;0246;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;06.02.2025 11:11
2025;2;07.02.2025;07:00:00;10:00:00;8281595;Firma;2045621;20146;Hamburg;M;HH;W;M07;1;1;0266;Gipskartonplatten;22525;Hamburg;06.02.2025 11:19
2025;2;07.02.2025;07:00:00;10:00:00;8281613;Firma;2219584;21107;Hamburg;M;HH;W;M07;1;1;0490;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;06.02.2025 11:29
2025;2;07.02.2025;07:00:00;10:00:00;8281618;Firma;2301767;21075;Hamburg;C;HH;W;C20;1;1;0189;Alt- und Bauholz behandelt A2;20539;Hamburg;06.02.2025 11:30
2025;2;07.02.2025;07:00:00;10:00:00;8281641;Firma;2312438;21075;Hamburg;C;HH;W;C35;1;1;0235;Alt- und Bauholz behandelt A2;22525;Hamburg;06.02.2025 11:38
2025;2;07.02.2025;07:00:00;10:00:00;8281703;Firma;2071651;21107;Hamburg;M;HH;W;M10KB;1;1;Seelandt1;Alt- und Bauholz behandelt A2;20539;Hamburg;06.02.2025 12:10
2025;2;07.02.2025;07:00:00;10:00:00;8281713;Firma;2156456;20095;Hamburg;M;HH;W;M07KB;1;1;0264;Kontaminiertes Holz A4;22525;Hamburg;06.02.2025 12:15
2025;2;07.02.2025;07:00:00;10:00:00;8281769;Firma;2321933;21129;Hamburg;C;HH;W;C10;1;1;0257;Bauschutt < 60 cm;20539;Hamburg;06.02.2025 12:49
2025;2;07.02.2025;07:00:00;10:00:00;8281794;Firma;2278321;20097;Hamburg;M;HH;W;M10D;1;1;0086;Gipskartonplatten;20539;Hamburg;06.02.2025 12:57
2025;2;07.02.2025;07:00:00;10:00:00;8281804;Firma;1936083;22609;Hamburg;M;HH;W;M07;1;1;0279;Bauschutt < 60 cm;22525;Hamburg;06.02.2025 13:01
2025;2;07.02.2025;07:00:00;10:00:00;8281879;Firma;2320271;24159;Kiel;C;KIE;W;C35;1;1;0487;Baustellenabfälle zur Vorbehandlung;24145;Kiel;06.02.2025 13:39
2025;2;07.02.2025;07:00:00;11:00:00;8276982;Firma;2178692;21129;Hamburg;M;HH;W;M07;1;1;0490;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;04.02.2025 08:27
2025;2;07.02.2025;07:00:00;11:00:00;8279689;Firma;2240091;21079;Hamburg;M;HH;W;M07KB;1;1;0153;Baustellenabfälle zur thermischen Verwertung;20539;Hamburg;05.02.2025 13:53
2025;2;07.02.2025;07:00:00;11:00:00;8280021;Firma;1148295;20095;Hamburg;M;HH;W;M05;1;1;0169;Gipskartonplatten;20539;Hamburg;05.02.2025 15:37
2025;2;07.02.2025;07:00:00;11:00:00;8280059;Firma;1900582;25436;Tornesch;C;SME;W;C15;1;1;SM317;Sperrmüll zur Verwertung;25436;Tornesch;05.02.2025 16:04
2025;2;07.02.2025;07:00:00;12:00:00;8276955;AöR/KöR;1355979;20457;Hamburg;C;HH;W;C15;1;1;0243;Gras / Laub;21218;Seevetal;04.02.2025 08:18
2025;2;07.02.2025;07:00:00;12:00:00;8276973;Firma;2313212;20354;Hamburg;M;HH;W;M10;1;1;0245;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;04.02.2025 08:26
2025;2;07.02.2025;07:00:00;12:00:00;8280178;Firma;2313194;24118;Kiel;M;KIE;W;M10D;1;1;0488;Kartonagen 1.04 B19 mittl. EUWID Vor-Vormonat;24145;Kiel;05.02.2025 16:46
2025;2;07.02.2025;07:00:00;12:00:00;8280827;Firma;1070186;24558;Henstedt-Ulzburg;C;HH;W;C35;1;1;0239;Gemischte Verpackungsabfälle und Kunststoffe;22525;Hamburg;06.02.2025 06:29
2025;2;07.02.2025;07:00:00;12:00:00;8280956;Firma;808130;22525;Hamburg;C;HH;W;C35SD;1;1;0193;Folie gemischt;22525;Hamburg;06.02.2025 08:31
2025;2;07.02.2025;07:00:00;12:00:00;8281585;Firma;2317285;25462;Rellingen;M;HH;W;M07HHSB;1;1;0269;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;06.02.2025 11:17
2025;2;07.02.2025;07:00:00;13:00:00;8277883;Firma;1990962;21079;Hamburg;M;HH;W;M10KB;1;1;Seelandt1;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;04.02.2025 15:51
2025;2;07.02.2025;07:00:00;13:00:00;8279878;Firma;1398512;21107;Hamburg;M;HH;W;M07;1;1;0490;Gipskartonplatten;22113;Hamburg;05.02.2025 14:33
2025;2;07.02.2025;07:00:00;14:00:00;8281720;Firma;2194044;20537;Hamburg;M;HH;W;M10KB;1;1;Seelandt1;Alt- und Bauholz unbehandelt A1;20539;Hamburg;06.02.2025 12:19
2025;2;07.02.2025;07:00:00;15:00:00;8281003;Firma;2235408;21129;Hamburg;M;HH;W;M07KB;1;1;0153;Gewerbeabfall zur Vorbehandlung;21439;Marxen;06.02.2025 08:49
2025;2;07.02.2025;07:00:00;15:00:00;8282982;Firma;2320125;21033;Hamburg;M;HH;W;M07KB;1;1;0261;Bauschutt < 60 cm;20539;Hamburg;07.02.2025 07:48
2025;2;07.02.2025;07:00:00;15:00:00;8282985;Firma;2320125;21033;Hamburg;M;HH;W;M07KB;1;1;0282;Bauschutt < 60 cm;20539;Hamburg;07.02.2025 07:49
2025;2;07.02.2025;07:00:00;17:00:00;8280261;Firma;2319719;20148;Hamburg;M;HH;W;M07;1;1;0238;Bauschutt < 60 cm;22525;Hamburg;05.02.2025 17:25
2025;2;07.02.2025;07:00:00;17:00:00;8281222;Firma;2294100;22143;Hamburg;M;HH;W;M07;1;1;0282;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;06.02.2025 09:48
2025;2;07.02.2025;08:00:00;09:00:00;8272298;Firma;949200;21147;Hamburg;C;HH;W;C35;2;2;Seelandt 2;Gewerbeabfall zur thermischen Verwertung;20539;Hamburg;30.01.2025 14:53
2025;2;07.02.2025;08:00:00;11:00:00;8280176;Firma;2282824;22850;Norderstedt;M;HH;W;M07KB;1;1;0281;Alt- und Bauholz behandelt A2;25436;Tornesch;05.02.2025 16:44
2025;2;07.02.2025;08:00:00;11:00:00;8280188;Firma;2282824;22850;Norderstedt;M;HH;W;M07KB;1;1;0281;Alt- und Bauholz behandelt A2;25436;Tornesch;05.02.2025 16:51
2025;2;07.02.2025;08:00:00;11:00:00;8281560;Firma;2130063;20359;Hamburg;M;HH;W;M10;1;1;0280;Gipskartonplatten;22525;Hamburg;06.02.2025 11:10
2025;2;07.02.2025;08:00:00;11:00:00;8281561;Firma;2247803;22301;Hamburg;M;HH;W;M10;1;1;0247;Bauschutt < 60 cm;20539;Hamburg;06.02.2025 11:10
2025;2;07.02.2025;08:00:00;11:00:00;8281663;Firma;2207939;22457;Hamburg;M;HH;W;M07KB;1;1;0281;Bauschutt < 60 cm;25436;Tornesch;06.02.2025 11:47
2025;2;07.02.2025;08:00:00;11:00:00;8281880;Firma;2202957;20537;Hamburg;M;HH;W;M10D;1;1;0246;Kartonagen 1.04 B19;22113;Hamburg;06.02.2025 13:40
2025;2;07.02.2025;08:00:00;11:00:00;8281883;Firma;1499812;21039;Hamburg;C;HH;W;C20;1;1;0271;Buschwerk und Gartenabfälle;20539;Hamburg;06.02.2025 13:43
2025;2;07.02.2025;08:00:00;11:00:00;8281894;Firma;2292678;22115;Hamburg;M;HH;W;M07;1;1;0282;Bauschutt < 60 cm;20539;Hamburg;06.02.2025 13:44
2025;2;07.02.2025;08:00:00;11:00:00;8281930;Firma;2202957;20537;Hamburg;M;HH;W;M10D;1;1;0086;Kunststofffraktion zur energet. Verwertung;20539;Hamburg;06.02.2025 14:04
2025;2;07.02.2025;08:00:00;11:00:00;8281932;Firma;2202957;20537;Hamburg;M;HH;W;M10D;1;1;0086;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;06.02.2025 14:04
2025;2;07.02.2025;08:00:00;12:00:00;8279894;Firma;2162315;22085;Hamburg;M;HH;W;M07;1;1;0261;Baustellenabfälle zur Vorbehandlung;20539;Hamburg;05.02.2025 14:41
2025;2;07.02.2025;08:00:00;12:00:00;8281852;Firma;1202554;20537;Hamburg;C;HH;W;C35SD;1;1;0196;Akten zur Vernichtung ISO 21964, SK2, SST4;20539;Hamburg;06.02.2025 13:24
2025;2;07.02.2025;08:00:00;15:00:00;8280915;Firma;1968036;21033;Hamburg;M;HH;W;M10D;1;1;0279;Bauschutt < 60 cm;22525;Hamburg;06.02.2025 08:16
2025;2;07.02.2025;08:00:00;15:00:00;8283076;Firma;944383;22607;Hamburg;M;HH;W;M05;1;1;0263;Porenbeton;22525;Hamburg;07.02.2025 08:49
2025;2;07.02.2025;08:00:00;16:00:00;8279889;Firma;2319615;25462;Rellingen;C;SME;W;C07SB;1;1;SM317;Bauschutt < 60 cm;25436;Tornesch;05.02.2025 14:41
2025;2;07.02.2025;09:00:00;12:00:00;8272275;Firma;1888678;22083;Hamburg;C;HH;W;C25SD;1;1;0276;Asbestzementabfälle in 1-cbm-Big Bags verpackt;22525;Hamburg;30.01.2025 14:51
2025;2;07.02.2025;09:00:00;12:00:00;8279560;Firma;2320434;20457;Hamburg;C;HH;W;C10;1;1;0236;Bauschutt < 60 cm;20539;Hamburg;05.02.2025 13:18
2025;2;07.02.2025;10:00:00;;8280805;Firma;1969748;24159;Kiel;M;KIE;W;M10D;1;1;0488;Kontaminiertes Holz A4;24145;Kiel;06.02.2025 06:07
2025;2;07.02.2025;11:30:00;14:00:00;8279349;Firma;2306691;25704;Meldorf;C;SME;W;C10SB;2;2;SM343;Bauschutt < 60 cm;25436;Tornesch;05.02.2025 11:37
2025;2;07.02.2025;12:00:00;15:00:00;8281909;Firma;2137948;22848;Norderstedt;C;HH;W;C25;1;1;0155;Alt- und Bauholz behandelt A2;22525;Hamburg;06.02.2025 13:50
2025;2;07.02.2025;14:00:00;17:00:00;8280011;Firma;2296501;20359;Hamburg;M;HH;W;M10;1;1;0269;Alt- und Bauholz behandelt A2;22525;Hamburg;05.02.2025 15:30
2025;2;07.02.2025;14:00:00;17:00:00;8281628;Firma;2300190;20457;Hamburg;C;HH;W;C30KO;1;1;0231;Kartonagen 1.04 B19 mittl. EUWID Vor-Vormonat;22525;Hamburg;06.02.2025 11:35
2025;2;08.02.2025;09:00:00;13:00:00;8271203;Firma;1065746;25709;Marne;C;SME;T;C15HM;1;1;SM717;Farben, Druckfarben, Klebstoffe und Kunstharze;25524;Itzehoe;30.01.2025 07:15
2025;2;10.02.2025;;;8275631;Privat;2322874;25337;Kölln-Reisiek;C;SME;H;C35;0;1;SM334;Sperrmüll zur Verwertung;25436;Tornesch;03.02.2025 12:58
2025;2;10.02.2025;;;8278777;Firma;1831605;21129;Hamburg;C;HH;H;C10;0;1;0253;Alt- und Bauholz behandelt A2;22525;Hamburg;05.02.2025 08:34
2025;2;10.02.2025;;;8278786;Firma;1831605;21129;Hamburg;M;HH;H;M05;0;1;0245;Schrott;21079;Hamburg;05.02.2025 08:38
2025;2;10.02.2025;;;8278849;Firma;2279105;21129;Hamburg;C;HH;H;C10;0;1;0277;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;05.02.2025 09:02
2025;2;10.02.2025;;;8279873;Firma;2277555;20251;Hamburg;M;HH;H;M07KB;0;1;0279;Fenster- und Türholz A4;22525;Hamburg;05.02.2025 14:30
2025;2;10.02.2025;;;8280054;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0247;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:03
2025;2;10.02.2025;;;8280061;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0247;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:06
2025;2;10.02.2025;;;8280063;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0181;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:06
2025;2;10.02.2025;;;8280066;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0153;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:07
2025;2;10.02.2025;;;8280067;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0153;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:07
2025;2;10.02.2025;;;8280070;Firma;2156771;22769;Hamburg;M;HH;H;M07HHSB;0;1;0153;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:08
2025;2;10.02.2025;;;8280071;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0247;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:09
2025;2;10.02.2025;;;8280073;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0282;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:09
2025;2;10.02.2025;;;8280076;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0238;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:10
2025;2;10.02.2025;;;8280077;Firma;2156771;22769;Hamburg;M;HH;H;M07;0;1;0153;Boden Z2 gemäß TR LAGA;21218;Seevetal;05.02.2025 16:10
2025;2;10.02.2025;;;8280880;Firma;2310525;21149;Hamburg;C;HH;H;C10;0;1;0186;Boden Z 1.1 zur Verwertung;21218;Seevetal;06.02.2025 07:52
2025;2;10.02.2025;;;8280882;Firma;2310525;21149;Hamburg;C;HH;H;C10;0;1;0260;Straßenaufbruch PAK 5-25 zur Verwertung;21079;Hamburg;06.02.2025 07:53
2025;2;10.02.2025;;;8281033;AöR/KöR;2301440;20146;Hamburg;C;HH;H;C35;0;1;0191;Sperrmüll zur Verwertung;20539;Hamburg;06.02.2025 08:58
2025;2;10.02.2025;;;8281076;Firma;2312113;24211;Preetz;C;KIE;H;C15;0;1;0235;Dämmmaterial aus Polystyrol < 500 mg/kg HBCD;24145;Kiel;06.02.2025 09:13
2025;2;10.02.2025;;;8281675;Firma;2309762;20097;Hamburg;C;HH;H;C10;0;1;0230;Baustellenabfälle zur Vorbehandlung;22525;Hamburg;06.02.2025 11:53
2025;2;10.02.2025;;;8281935;Firma;2160060;24217;Schönberg;M;KIE;H;M10D;0;1;0180;Baustellenabfälle zur Vorbehandlung;24145;Kiel;06.02.2025 14:06
2025;2;10.02.2025;;;8281990;Firma;2323435;24536;Neumünster;M;KIE;H;M10;0;1;0488;Baustellenabfälle zur Vorbehandlung;24145;Kiel;06.02.2025 14:25
2025;2;10.02.2025;;;8282110;Firma;1183358;25594;Vaale;C;SME;H;C10;0;1;SM962;Baustellenabfälle zur Vorbehandlung;25524;Itzehoe;06.02.2025 15:49
2025;2;10.02.2025;;;8282128;Firma;2317662;24217;Schönberg;C;KIE;H;C35;0;1;0487;Alt- und Bauholz behandelt A2;24145;Kiel;06.02.2025 15:58
